Topic,Count,Name,Representation,Representative_Docs
-1,1047,-1_systems_person_elderly_patient,"['systems', 'person', 'elderly', 'patient', 'physical', 'user', 'time', 'location', 'assistance', 'injuries']","['cost compliance patient non resulting', 'pers emergency wearable devices systems', 'injuries falling bed patient resulting']"
0,679,0_emergency_falls_mobility_injury,"['emergency', 'falls', 'mobility', 'injury', 'risk', 'injuries', 'fall', 'walking', 'falling', 'medical']","['impaired injury mobility discomfort individual', 'impaired injury mobility discomfort individual', 'falls risk']"
1,393,1_infertility_implantation_embryo_pregnancy,"['infertility', 'implantation', 'embryo', 'pregnancy', 'ivf', 'multiple', 'development', 'embryos', 'gestations', 'rate']","['implantation potential variable term development', 'implantation potential variable term development', 'implantation ivf embryos rate poor']"
2,197,2_monitoring_cognitive_minimal_facilities,"['monitoring', 'cognitive', 'minimal', 'facilities', 'equipment', 'anxiety', 'aging', 'elderly', 'population', 'nonexistent']","['monitoring equipment home facilities minimal', 'monitoring equipment facilities home minimal', 'monitoring equipment home facilities minimal']"
3,110,3_medication_medications_compliance_prescribed,"['medication', 'medications', 'compliance', 'prescribed', 'adherence', 'non', 'taking', 'regimen', 'regimens', 'taken']","['compliance medication', 'compliance medication', 'prescribed medications regimen compliance non']"
4,103,4_care_caregivers_general_caregiver,"['care', 'caregivers', 'general', 'caregiver', 'nursing', 'home', 'supervision', 'dependence', 'delivery', 'burden']","['supervision care general continuous', 'supervision care general continuous', 'supervision care general continuous']"
5,59,5_position_sitting_standing_posture,"['position', 'sitting', 'standing', 'posture', 'positioning', 'seated', 'recognize', 'awkward', 'sit', 'compression']","['sitting standing difficulty', 'sitting standing difficulty', 'sitting standing position rising difficult']"
6,49,6_lifting_lift_manual_lifts,"['lifting', 'lift', 'manual', 'lifts', 'moving', 'heavy', 'mechanical', 'lifted', 'frequently', 'rolling']","['lifting rolling moving manual patient', 'lifting rolling moving manual patient', 'lifting rolling moving manual patient']"
7,47,7_retirement_benefits_income_funded,"['retirement', 'benefits', 'income', 'funded', 'pension', 'employer', 'benefit', 'insufficient', 'employers', 'decrease']","['retirement benefits loss employer funded', 'retirement benefits loss employer funded', 'retirement benefits loss employer funded']"
8,43,8_devices_device_wearable_disadvantages,"['devices', 'device', 'wearable', 'disadvantages', 'prior', 'art', 'transmitter', 'present', 'worn', 'range']","['disadvantages devices prior art', 'disadvantages devices prior art', 'wearable disadvantages devices']"
9,40,9_traffic_safety_driving_congestion,"['traffic', 'safety', 'driving', 'congestion', 'accidents', 'road', 'collisions', 'speeding', 'laws', 'reckless']","['accidents traffic', 'safety traffic', 'accidents traffic']"
10,29,10_ovarian_menopause_endometriosis_stimulation,"['ovarian', 'menopause', 'endometriosis', 'stimulation', 'gonadotropins', 'hormones', 'endometrial', 'means', 'weeks', 'endometrium']","['ovarian high response', 'ovarian stimulation traditional means', 'ovarian stimulation traditional means']"
11,26,11_expensive_consuming_procedure_generally,"['expensive', 'consuming', 'procedure', 'generally', 'products', 'time', 'solution', 'market', 'costly', 'relatively']","['expensive consuming generally time', 'expensive', 'expensive']"
12,25,12_costs_unnecessary_healthcare_expenditure,"['costs', 'unnecessary', 'healthcare', 'expenditure', 'annual', 'billion', 'hospitals', 'care', 'burden', 'rising']","['costs health unnecessary care', 'costs health unnecessary care', 'costs health unnecessary care']"
13,25,13_bed_bath_neglect_wearing,"['bed', 'bath', 'neglect', 'wearing', 'bathing', 'elders', 'bedridden', 'ridden', 'incontinence', 'tub']","['neglect elders bath wearing bed', 'neglect elders bath wearing bed', 'neglect elders bath wearing bed']"
14,24,14_activities_patterns_activity_realize,"['activities', 'patterns', 'activity', 'realize', 'currently', 'unavailable', 'evaluating', 'deviations', 'respective', 'recognizing']","['activities unavailable failure realize currently', 'activities unavailable failure realize currently', 'activities unavailable failure realize currently']"
15,24,15_balance_adjustment_spring_stability,"['balance', 'adjustment', 'spring', 'stability', 'forces', 'unstable', 'adjustability', 'occupant', 'state', 'lack']","['stability balance issues', 'adjustment forces occupant spring weight', 'adjustment forces occupant spring weight']"
16,23,16_wheelchair_wheelchairs_motorized_standard,"['wheelchair', 'wheelchairs', 'motorized', 'standard', 'special', 'available', 'foldable', 'vehicles', 'relatively', 'vehicle']","['wheelchair expensive vehicles special', 'wheelchair vehicle moving difficult user', 'wheelchair vehicle moving difficult user']"
17,23,17_false_alarms_detects_miss,"['false', 'alarms', 'detects', 'miss', 'alarm', 'alert', 'high', 'rate', 'values', 'initiated']","['alarms detects miss false high', 'alarms detects miss false high', 'alarms detects miss false high']"
18,21,18_factors_weather_genetic_news,"['factors', 'weather', 'genetic', 'news', 'developments', 'commodity', 'environmental', 'immunological', 'autoimmune', 'reactions']","['news lack commodity developments weather', 'weather factors', 'weather factors']"
19,20,19_increases_late_admission_hypothermia,"['increases', 'late', 'admission', 'hypothermia', 'dehydration', 'pneumonia', 'risk', '', '', '']","['dehydration admission risk late increases', 'hypothermia admission risk late increases', 'dehydration admission risk late increases']"
20,19,20_impact_quality_negatively_life,"['impact', 'quality', 'negatively', 'life', 'deterioration', 'cascade', 'decline', 'trigger', 'daily', 'factors']","['negatively daily life quality impact', 'negatively daily life quality impact', 'negatively daily life quality impact']"
21,19,21_disability_disabled_permanent_cerebral,"['disability', 'disabled', 'permanent', 'cerebral', 'palsy', 'persistent', 'disabling', 'disabilities', 'functional', 'permanently']","['disability permanent', 'disability permanent persistent death', 'disability permanent persistent death']"
22,18,22_assistance_dependence_wait_summoned,"['assistance', 'dependence', 'wait', 'summoned', 'hours', 'provided', 'obtain', 'immediate', 'members', 'suitable']","['assistance home need', 'assistance require', 'assistance need']"
23,17,23_information_access_farmers_relevant,"['information', 'access', 'farmers', 'relevant', 'date', 'middlemen', 'lack', 'easy', 'available', 'transmission']","['farmers middlemen information lack access', 'farmers information lack access', 'farmers information lack relevant date']"
24,16,24_configuration_bulky_space_large,"['configuration', 'bulky', 'space', 'large', 'unobstructed', 'perspective', 'compact', 'deal', 'spaces', 'limits']","['bulky configuration', 'bulky configuration', 'bulky configuration']"
25,15,25_depression_caused_inactivity_general,"['depression', 'caused', 'inactivity', 'general', 'severe', 'thoughts', 'suicidal', 'unwell', 'feeling', 'risks']","['depression', 'depression', 'depression']"
26,14,26_stairs_step_walkways_unwieldy,"['stairs', 'step', 'walkways', 'unwieldy', 'ascend', 'stair', 'depth', 'distance', 'unstable', 'legs']","['stairs ascend inability safely', 'stairs unstable unwieldy', 'stairs unstable unwieldy']"
27,14,27_transfer_transfers_periodic_extremely,"['transfer', 'transfers', 'periodic', 'extremely', 'adequate', 'safely', 'patient', 'uneasy', 'force', 'external']","['patient transfer devices lack adequate', 'transfer patient difficult safely extremely', 'transfer patient difficult safely extremely']"
28,14,28_age_advanced_old_ages,"['age', 'advanced', 'old', 'ages', 'material', 'time', '', '', '', '']","['age', 'age', 'age']"
