Topic,Count,Name,Representation,Representative_Docs
-1,773,-1_damage_floor_users_physical,"['damage', 'floor', 'users', 'physical', 'device', 'multiple', 'staff', 'persons', 'number', 'wandering']","['standing weak weight people support', 'falling fall elders hospital floor', 'nursing raise staff difficult person']"
0,132,0_falls_fall_falling_addressed,"['falls', 'fall', 'falling', 'addressed', 'real', 'risk', 'monitored', 'detection', 'repercussions', 'older']","['falls risk', 'falls risk', 'falls risk']"
1,125,1_embryo_ivf_embryos_understanding,"['embryo', 'ivf', 'embryos', 'understanding', 'development', 'vitro', 'methods', 'relate', 'basic', 'lacking']","['embryo development basic understanding art', 'embryo development basic understanding art', 'embryo development basic understanding art']"
2,92,2_infertility_fertility_primary_secondary,"['infertility', 'fertility', 'primary', 'secondary', 'reproductive', 'female', 'inefficient', 'humans', 'infertile', 'anovulatory']","['infertility', 'infertility', 'infertility']"
3,77,3_medications_medication_prescribed_compliance,"['medications', 'medication', 'prescribed', 'compliance', 'regimen', 'taking', 'organizing', 'dose', 'remembering', 'drug']","['prescribed compliance regimen dose non', 'prescribed medications regimen compliance non', 'prescribed compliance regimen dose non']"
4,68,4_mobility_impaired_workforce_reduced,"['mobility', 'impaired', 'workforce', 'reduced', 'opportunities', 'confidence', 'decrease', 'anguish', 'discomfort', 'individual']","['mobility lack', 'mobility lack', 'mobility']"
5,60,5_injuries_injury_injuring_bodily,"['injuries', 'injury', 'injuring', 'bodily', 'work', 'occupational', 'employees', 'givers', 'worker', 'risks']","['injuries', 'injuries', 'injuries']"
6,59,6_minimal_monitoring_facilities_equipment,"['minimal', 'monitoring', 'facilities', 'equipment', 'nonexistent', 'continuous', 'unobtrusive', 'sensors', 'integration', 'constant']","['monitoring equipment home facilities minimal', 'monitoring equipment home facilities minimal', 'monitoring equipment home facilities minimal']"
7,56,7_emergency_emergencies_accident_experiencing,"['emergency', 'emergencies', 'accident', 'experiencing', 'times', 'climate', 'dangers', 'situation', 'accidents', 'relating']","['supervision emergency accident times', 'supervision emergency accident times', 'supervision emergency accident times']"
8,54,8_caregivers_caregiver_lift_lifting,"['caregivers', 'caregiver', 'lift', 'lifting', 'lifts', 'mechanical', 'manually', 'demanding', 'visibility', 'lowering']","['caregiver lift user required', 'caregivers handling lifting patient inaccurate', 'caregiver lift strength individual']"
9,45,9_sitting_standing_position_positioning,"['sitting', 'standing', 'position', 'positioning', 'posture', 'seated', 'recognize', 'lying', 'stand', 'transition']","['moving position seated standing person', 'sitting standing difficulty', 'sitting standing difficulty']"
10,43,10_population_aging_growing_world,"['population', 'aging', 'growing', 'world', 'increasing', 'elderly', 'older', 'adults', 'dramatically', 'place']","['aging population', 'aging population', 'aging population']"
11,42,11_gestations_multiple_pregnancies_births,"['gestations', 'multiple', 'pregnancies', 'births', '30', 'maternal', 'fetal', 'risks', 'perinatal', 'live']","['gestations births multiple 30 live', 'gestations births multiple 30 live', 'gestations births multiple 30 live']"
12,32,12_expensive_consuming_costs_generally,"['expensive', 'consuming', 'costs', 'generally', 'solution', 'time', 'execute', 'extensive', 'wasting', 'manufacture']","['expensive consuming generally time', 'expensive consuming generally time', 'expensive consuming generally time']"
13,29,13_wearable_devices_worn_disadvantages,"['wearable', 'devices', 'worn', 'disadvantages', 'inconvenience', 'protection', 'device', 'caused', 'acceptance', 'existing']","['wearable devices protection inconvenience caused', 'wearable device worn user', 'wearable disadvantages devices']"
14,29,14_ovarian_syndrome_hyperstimulation_ohss,"['ovarian', 'syndrome', 'hyperstimulation', 'ohss', 'stimulation', 'ovulate', 'ovulation', 'protocols', 'selective', 'pcos']","['ovarian hyperstimulation syndrome ohss', 'ovarian hyperstimulation syndrome ohss', 'ovarian hyperstimulation syndrome ohss']"
15,27,15_unnecessary_costs_healthcare_billion,"['unnecessary', 'costs', 'healthcare', 'billion', 'annual', 'expenditure', 'hospitals', 'estimated', 'hospitalization', 'rising']","['costs health unnecessary care', 'costs health unnecessary care', 'costs health unnecessary care']"
16,25,16_cognitive_capabilities_instructions_concepts,"['cognitive', 'capabilities', 'instructions', 'concepts', 'memory', 'reduction', 'understand', 'diminished', 'function', 'ability']","['concepts diminished ability understand instructions', 'concepts diminished ability understand instructions', 'concepts diminished ability understand instructions']"
17,23,17_dementia_alzheimer_cognitive_disorders,"['dementia', 'alzheimer', 'cognitive', 'disorders', 'onset', 'related', 'decline', 'disease', 'age', 'suffering']","['dementia', 'dementia', 'dementia alzheimer cognitive difficulties disease']"
18,22,18_pregnancy_achieving_pregnant_optimistic,"['pregnancy', 'achieving', 'pregnant', 'optimistic', 'success', 'probability', 'technique', 'successful', 'incidence', 'loss']","['optimistic pregnancy birth probability achieving', 'pregnancy loss', 'pregnancy loss']"
19,22,19_giver_assistance_supportive_types,"['giver', 'assistance', 'supportive', 'types', 'various', 'shortage', 'little', 'care', 'burden', 'treating']","['care space little user giver', 'burden care giver large', 'burden care giver large']"
20,21,20_flexibility_strength_muscles_stretching,"['flexibility', 'strength', 'muscles', 'stretching', 'limbs', 'weak', 'doing', 'stamina', 'weaker', 'exercises']","['flexibility limb strength sensitivity motion', 'flexibility strength lack physical', 'flexibility strength lack physical']"
21,20,21_increases_late_admission_hypothermia,"['increases', 'late', 'admission', 'hypothermia', 'dehydration', 'pneumonia', 'risk', '', '', '']","['hypothermia admission risk late increases', 'dehydration admission risk late increases', 'dehydration admission risk late increases']"
22,20,22_wheelchairs_wheelchair_foldable_motorized,"['wheelchairs', 'wheelchair', 'foldable', 'motorized', 'standard', 'special', 'available', 'vehicles', 'second', 'tiltable']","['wheelchairs standard fixed', 'wheelchairs motorized expensive relatively', 'wheelchairs motorized expensive relatively']"
23,19,23_fractures_bone_fracture_hip,"['fractures', 'bone', 'fracture', 'hip', 'lengthy', 'broken', 'osteoporosis', 'bruised', 'shoulder', 'vertebral']","['fractures bone treatment lengthy costly', 'fractures bone treatment lengthy costly', 'fractures bone']"
24,18,24_collapsibility_limited_addressable_market,"['collapsibility', 'limited', 'addressable', 'market', 'restricting', 'girt', 'mobility', '', '', '']","['collapsibility limited', 'collapsibility limited', 'collapsibility limited']"
25,18,25_pension_employers_benefit_funded,"['pension', 'employers', 'benefit', 'funded', 'employer', 'decrease', 'benefits', 'retirement', 'trust', 'shortfall']","['pension retirement employers benefit decrease', 'pension retirement employers benefit decrease', 'pension retirement employers decrease benefit']"
26,17,26_medical_conditions_necessities_regression,"['medical', 'conditions', 'necessities', 'regression', 'acuteness', 'unmet', 'arise', 'situation', 'symptoms', 'condition']","['medical conditions', 'medical conditions', 'medical conditions']"
27,17,27_alarms_false_detects_miss,"['alarms', 'false', 'detects', 'miss', 'alarm', 'alert', 'ignored', 'triggering', 'tornado', 'handbag']","['alarms detects miss false high', 'alarms detects miss false high', 'alarms detects miss false high']"
28,16,28_walking_difficulty_aid_adapted,"['walking', 'difficulty', 'aid', 'adapted', 'appropriately', 'sticks', 'unattractive', 'rehabilitation', 'exercising', 'drawback']","['walking assistance difficulty', 'walking difficulty', 'walking difficulty']"
29,15,29_depression_caused_inactivity_thoughts,"['depression', 'caused', 'inactivity', 'thoughts', 'suicidal', 'unwell', 'general', 'severe', 'feeling', 'major']","['depression', 'depression', 'depression']"
30,15,30_income_retirement_insufficient_benefits,"['income', 'retirement', 'insufficient', 'benefits', 'guaranteed', 'needs', 'problems', 'health', 'lack', '']","['retirement health income needs problems', 'retirement health income needs problems', 'retirement health income needs problems']"
31,15,31_consequences_catastrophic_severe_negative,"['consequences', 'catastrophic', 'severe', 'negative', 'health', 'adverse', 'morbidity', 'outcomes', 'psychological', 'events']","['consequences health severe', 'consequences health severe', 'consequences health severe']"
32,14,32_adherence_medication_morbid_schedules,"['adherence', 'medication', 'morbid', 'schedules', 'poor', 'regimens', 'ensuring', 'solution', 'management', 'admissions']","['adherence medication poor', 'adherence medication lack', 'adherence medication']"
33,14,33_variable_potential_term_implantation,"['variable', 'potential', 'term', 'implantation', 'defined', 'development', 'poorly', 'successful', '', '']","['implantation potential variable term development', 'implantation potential variable term development', 'implantation potential variable term development']"
34,14,34_walker_walkers_heavily_elements,"['walker', 'walkers', 'heavily', 'elements', 'rolling', 'leaning', 'rigid', 'rely', 'steering', 'stabilizing']","['walker leaning rely heavily need', 'walker rolling feet support elements', 'walker rolling feet support elements']"
35,14,35_admissions_hospital_10_40,"['admissions', 'hospital', '10', '40', 'nursing', 'overall', 'homes', '65', '23', 'compliance']","['hospital admissions 10 overall', 'hospital admissions 10 overall', 'hospital admissions 10']"
36,14,36_stress_distress_acting_diet,"['stress', 'distress', 'acting', 'diet', 'stressors', 'fatigue', 'impacts', 'spine', 'influences', 'great']","['stress injury user', 'stress', 'stress']"
37,13,37_healthcare_medicate_entering_advised,"['healthcare', 'medicate', 'entering', 'advised', 'admitted', 'homes', 'self', 'home', 'nursing', 'hire']","['nursing admitted homes advised', 'nursing medicate homes entering self', 'nursing medicate homes entering self']"
38,13,38_stairs_walkways_unwieldy_ascend,"['stairs', 'walkways', 'unwieldy', 'ascend', 'stair', 'depth', 'distance', 'step', 'railings', 'adjustments']","['stairs ascend inability safely', 'stairs unstable unwieldy', 'stairs unstable unwieldy']"
39,13,39_fetuses_mother_adverse_outcomes,"['fetuses', 'mother', 'adverse', 'outcomes', 'influences', 'undesirable', 'placenta', 'formation', 'fetus', 'early']","['fetuses mother outcomes adverse', 'fetuses mother outcomes adverse', 'fetuses mother outcomes adverse']"
40,13,40_common_problem_health_wellness,"['common', 'problem', 'health', 'wellness', 'developmental', 'problems', 'issues', 'related', '', '']","['health common problem', 'health common problem', 'health common problem']"
41,12,41_drawbacks_challenges_unaddressed_share,"['drawbacks', 'challenges', 'unaddressed', 'share', 'implementations', 'performance', 'current', 'negatively', 'hurdles', 'existing']","['drawbacks challenges', 'drawbacks challenges', 'drawbacks challenges']"
